4f15c1bdeeaabc82340011fe,5,C0001,3.56,M,"Ammonium bromide",8,0.1,M,"Tris",8
4f15c1bdeeaabc82340011ff,5,C0002,3.56,M,"Ammonium bromide",10,0.1,M,"CAPS",10
4f15c1bdeeaabc8234001200,5,C0003,2.38,M,"Ammonium bromide",4,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001201,5,C0004,2.38,M,"Ammonium bromide",7,0.1,M,"HEPES",7
4f15c1bdeeaabc8234001202,5,C0005,1.19,M,"Ammonium bromide",5,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001203,5,C0006,1.19,M,"Ammonium bromide",7,0.1,M,"MOPS",7
4f15c1bdeeaabc8234001204,5,C0007,1.19,M,"Ammonium bromide",9,0.1,M,"TAPS",9
4f15c1bdeeaabc8234001205,5,C0008,3.74,M,"Ammonium chloride",4,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001206,5,C0009,3.74,M,"Ammonium chloride",7,0.1,M,"MOPS",7
4f15c1bdeeaabc8234001207,5,C0010,3.74,M,"Ammonium chloride",7,0.1,M,"HEPES",7
4f15c1bdeeaabc8234001208,5,C0011,2.5,M,"Ammonium chloride",5,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001209,5,C0012,2.5,M,"Ammonium chloride",9,0.1,M,"TAPS",9
4f15c1bdeeaabc823400120a,5,C0013,2.5,M,"Ammonium chloride",10,0.1,M,"CAPS",10
4f15c1bdeeaabc823400120b,5,C0014,1.25,M,"Ammonium chloride",6,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400120c,5,C0015,1.25,M,"Ammonium chloride",8,0.1,M,"Tris",8
4f15c1bdeeaabc823400120d,5,C0016,6.46,M,"Ammonium nitrate",4,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400120e,5,C0017,6.46,M,"Ammonium nitrate",9,0.1,M,"TAPS",9
4f15c1bdeeaabc823400120f,5,C0018,6.46,M,"Ammonium nitrate",10,0.1,M,"CAPS",10
4f15c1bdeeaabc8234001210,5,C0019,3.23,M,"Ammonium nitrate",6,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001211,5,C0020,3.23,M,"Ammonium nitrate",7,0.1,M,"MOPS",7
4f15c1bdeeaabc8234001212,5,C0021,3.23,M,"Ammonium nitrate",8,0.1,M,"Tris",8
4f15c1bdeeaabc8234001213,5,C0022,0.96,M,"Ammonium phosphate monobasic",8,0.1,M,"Tris",8
4f15c1bdeeaabc8234001214,5,C0023,1.92,M,"Ammonium phosphate monobasic",4,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001215,5,C0024,1.92,M,"Ammonium phosphate monobasic",6,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001216,5,C0025,1.92,M,"Ammonium phosphate monobasic",10,0.1,M,"CAPS",10
4f15c1bdeeaabc8234001217,5,C0026,0.96,M,"Ammonium phosphate monobasic",5,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001218,5,C0027,0.96,M,"Ammonium phosphate monobasic",7,0.1,M,"MOPS",7
4f15c1bdeeaabc8234001219,5,C0028,0.96,M,"Ammonium phosphate monobasic",9,0.1,M,"TAPS",9
4f15c1bdeeaabc823400121a,5,C0029,2.13,M,"Ammonium phosphate dibasic",7,0.1,M,"MOPS",7
4f15c1bdeeaabc823400121b,5,C0030,3.2,M,"Ammonium phosphate dibasic",8,0.1,M,"Tris",8
4f15c1bdeeaabc823400121c,5,C0031,3.2,M,"Ammonium phosphate dibasic",9,0.1,M,"TAPS",9
4f15c1bdeeaabc823400121d,5,C0032,2.13,M,"Ammonium phosphate dibasic",6,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400121e,5,C0033,2.13,M,"Ammonium phosphate dibasic",7,0.1,M,"HEPES",7
